时间量(s),阀门开度(%),海拔(m),坡度(‰),速度v（km/h）,隧道长度(m),每1s,每3s
17.19075,100,636,30,401,5000,0.0061,0.00763
17.20458,100,637,30,400,5000,0.00624,0.00763
17.20915,100,638,30,400,5000,0.00629,0.00763
17.21516,100,639,30,400,5000,0.00635,0.00763
17.22136,100,640,30,399,5000,0.00635,0.00763
17.22563,100,641,30,400,5000,0.00636,0.00763
17.23679,100,642,30,400,5000,0.00636,0.00763
17.2503,100,643,30,385,5000,0.00662,0.00763
17.2551,100,644,30,400,5000,0.00669,0.00763
17.26139,100,645,30,400,5000,0.00674,0.00763
17.26721,100,646,30,375,5000,0.00674,0.00763
17.27731,100,647,30,376,5000,0.00684,0.00763
17.29057,100,648,30,377,5000,0.007,0.00763
17.29388,100,649,30,400,5000,0.007,0.00763
17.29823,100,650,30,400,5000,0.00706,0.00763
17.30395,100,651,30,396,5000,0.00709,0.00763
17.31053,100,652,30,397,5000,0.00711,0.00763
17.31505,100,653,30,398,5000,0.00711,0.00763
17.32604,100,654,30,400,5000,0.00712,0.00763
17.33978,100,655,30,400,5000,0.00724,0.00763
17.34442,100,656,30,400,5000,0.00728,0.00763
17.3505,100,657,30,400,5000,0.00732,0.00763
17.3566,100,658,30,400,5000,0.00732,0.00763
17.3665,100,659,30,400,5000,0.00738,0.00763
17.37951,100,660,30,400,5000,0.00745,0.00763
17.3825,100,661,30,400,5000,0.00745,0.00763
17.38641,100,662,30,400,5000,0.00746,0.00763
17.39156,100,663,30,400,5000,0.00749,0.00763
17.39831,100,664,30,400,5000,0.00753,0.00763
17.40353,100,665,30,400,5000,0.00753,0.00763
17.41404,100,666,30,400,5000,0.00759,0.00763
17.42784,100,667,30,400,5000,0.00761,0.00763
17.43187,100,668,30,400,5000,0.00761,0.00763
17.43715,100,669,30,400,5000,0.00761,0.00763
17.4441,100,670,30,400,5000,0.00761,0.00763
17.44907,100,671,30,400,5000,0.00761,0.00763
17.45975,100,672,30,400,5000,0.00761,0.00763
17.47378,100,673,30,400,5000,0.00763,0.00763
17.47809,100,674,30,400,5000,0.00763,0.00763
17.48376,100,675,30,400,5000,0.00763,0.00763
17.4904,100,676,30,400,5000,0.00763,0.00763
17.49497,100,677,30,400,5000,0.00763,0.00763
17.50593,100,678,30,400,5000,0.00763,0.00763
17.5197,100,679,30,400,5000,0.00763,0.00763
17.52431,100,680,30,400,5000,0.00763,0.00763
17.53037,100,681,30,400,5000,0.00763,0.00763
17.53651,100,682,30,400,5000,0.00762,0.00762
17.54638,100,683,30,400,5000,0.00762,0.00762
17.55935,100,684,30,400,5000,0.00762,0.00762
17.56228,100,685,30,405,5000,0.00762,0.00762
17.56613,100,686,30,406,5000,0.00762,0.00762
17.57119,100,687,30,397,5000,0.00762,0.00762
17.57783,100,688,30,408,5000,0.00762,0.00762
17.5832,100,689,30,400,5000,0.00758,0.00758
17.59361,100,690,30,400,5000,0.00753,0.00753
17.60728,100,691,30,400,5000,0.00744,0.00744
17.61112,100,692,30,400,5000,0.00743,0.00743
17.61618,100,693,30,400,5000,0.00741,0.00741
17.62281,100,694,30,399,5000,0.00741,0.00741
17.62819,100,695,30,400,5000,0.00735,0.00735
17.63859,100,696,30,401,5000,0.00725,0.00725
17.65225,100,697,30,402,5000,0.00708,0.00708
17.65609,100,698,30,403,5000,0.00703,0.00703
17.66113,100,699,30,400,5000,0.00695,0.00695
17.66776,100,700,30,400,5000,0.00685,0.00685
17.67315,100,701,30,400,5000,0.00679,0.00679
17.68354,100,702,30,400,5000,0.00668,0.00668
17.69719,100,703,30,400,5000,0.0065,0.0065
17.70101,100,704,30,400,5000,0.00645,0.00645
17.70602,100,705,30,395,5000,0.00638,0.00638
17.71261,100,706,30,385,5000,0.00628,0.00628
17.71805,100,707,30,386,5000,0.0062,0.0062
17.7284,100,708,30,387,5000,0.00604,0.00604
17.74201,100,709,30,388,5000,0.00586,0.00586
17.74577,100,710,30,400,5000,0.00581,0.00581
17.75072,100,711,30,400,5000,0.00576,0.00576
17.75721,100,712,30,400,5000,0.00566,0.00566
17.76277,100,713,30,400,5000,0.00558,0.00558
17.77304,100,714,30,400,5000,0.00547,0.00547
17.78654,100,715,30,400,5000,0.00532,0.00532
17.79015,100,716,30,400,5000,0.0053,0.0053
17.7949,100,717,30,400,5000,0.00527,0.00527
17.80114,100,718,30,400,5000,0.00525,0.00525
17.80704,100,719,30,404,5000,0.00517,0.00517
17.81708,100,720,30,400,5000,0.00505,0.00505
17.83027,100,721,30,400,5000,0.00489,0.00489
17.83348,100,722,30,400,5000,0.00489,0.00489
17.83771,100,723,30,400,5000,0.00483,0.00483
17.84326,100,724,30,400,5000,0.00475,0.00475
17.85006,100,725,30,400,5000,0.00467,0.00467
17.85473,100,726,30,400,5000,0.00462,0.00462
17.86561,100,727,30,400,5000,0.00451,0.00451
17.87949,100,728,30,400,5000,0.00439,0.00439
17.88403,100,729,30,400,5000,0.00433,0.00433
17.89,100,730,30,400,5000,0.0043,0.0043
17.89625,100,731,30,401,5000,0.0043,0.0043
17.90055,100,732,30,400,5000,0.00425,0.00425
17.91169,100,733,30,400,5000,0.00412,0.00412
17.92523,100,734,30,400,5000,0.00403,0.00403
17.93,100,735,30,400,5000,0.00397,0.00401
17.93628,100,736,30,400,5000,0.00391,0.00401
17.94213,100,737,30,404,5000,0.00391,0.00401
17.9522,100,738,30,400,5000,0.00378,0.00401
17.96543,100,739,30,400,5000,0.00363,0.00401
17.96869,100,740,30,401,5000,0.00359,0.00401
17.97298,100,741,30,400,5000,0.00354,0.00401
17.97862,100,742,30,400,5000,0.00345,0.00401
17.98531,100,743,30,400,5000,0.00337,0.00401
17.9899,100,744,30,399,5000,0.00332,0.00401
18.00084,100,745,30,400,5000,0.0032,0.00401
18.01464,100,746,30,400,5000,0.00308,0.00401
18.01923,100,747,30,385,5000,0.00304,0.00401
18.02526,100,748,30,400,5000,0.00298,0.00401
18.03143,100,749,30,400,5000,0.0029,0.00401
18.03567,100,750,30,375,5000,0.00287,0.00401
18.04686,100,751,30,376,5000,0.00275,0.00401
18.06034,100,752,30,377,5000,0.00268,0.00401
18.06515,100,753,30,400,5000,0.00268,0.00401
18.07147,100,754,30,400,5000,0.00262,0.00401
18.07726,100,755,30,396,5000,0.00255,0.00401
18.08738,100,756,30,397,5000,0.00255,0.00401
18.10066,100,757,30,398,5000,0.00239,0.00401
18.104,100,758,30,400,5000,0.00235,0.00401
18.10838,100,759,30,400,5000,0.0023,0.00401
18.11415,100,760,30,400,5000,0.00224,0.00401
18.12067,100,761,30,400,5000,0.00216,0.00401
18.12515,100,762,30,400,5000,0.00218,0.00401
18.13616,100,763,30,400,5000,0.00237,0.00401
18.14987,100,764,30,400,5000,0.00247,0.00401
18.15453,100,765,30,400,5000,0.00247,0.00401
18.16065,100,766,30,400,5000,0.00253,0.00401
18.1667,100,767,30,400,5000,0.00253,0.00401
18.17663,100,768,30,400,5000,0.00254,0.00401
18.18968,100,769,30,400,5000,0.0026,0.00401
18.19272,100,770,30,400,5000,0.0026,0.00401
18.1967,100,771,30,400,5000,0.00261,0.00401
18.20194,100,772,30,400,5000,0.00268,0.00401
18.20881,100,773,30,400,5000,0.00268,0.00401
18.21387,100,774,30,400,5000,0.0028,0.00401
18.22449,100,775,30,400,5000,0.0028,0.00401
18.23843,100,776,30,400,5000,0.00289,0.00401
18.24264,100,777,30,400,5000,0.00289,0.00401
18.24817,100,778,30,400,5000,0.00289,0.00401
18.255,100,779,30,400,5000,0.00289,0.00401
18.25969,100,780,30,400,5000,0.00289,0.00401
18.27056,100,781,30,400,5000,0.00289,0.00401
18.28445,100,782,30,400,5000,0.00289,0.00401
18.28898,100,783,30,400,5000,0.00289,0.00401
18.29493,100,784,30,400,5000,0.00289,0.00401
18.30121,100,785,30,400,5000,0.00289,0.00401
18.30552,100,786,30,400,5000,0.00289,0.00401
18.31665,100,787,30,400,5000,0.00289,0.00401
18.3302,100,788,30,400,5000,0.00289,0.00401
18.33497,100,789,30,400,5000,0.00289,0.00401
18.34123,100,790,30,400,5000,0.00289,0.00401
18.3471,100,791,30,400,5000,0.00289,0.00401
18.35716,100,792,30,400,5000,0.00289,0.00401
18.37037,100,793,30,400,5000,0.00289,0.00401
18.37362,100,794,30,400,5000,0.00289,0.00401
18.37789,100,795,30,400,5000,0.00289,0.00401
18.38349,100,796,30,400,5000,0.00289,0.00401
18.39022,100,797,30,400,5000,0.00289,0.00401
18.39484,100,798,30,405,5000,0.00289,0.00401
18.40576,100,799,30,406,5000,0.00289,0.00401
18.41959,100,800,30,397,5000,0.00289,0.00401
18.42416,100,801,30,408,5000,0.00289,0.00401
18.43017,100,802,30,400,5000,0.00289,0.00401
18.43637,100,803,30,400,5000,0.00289,0.00401
18.44063,100,804,30,400,5000,0.00289,0.00401
18.4518,100,805,30,400,5000,0.00289,0.00401
18.4653,100,806,30,400,5000,0.00289,0.00401
18.4701,100,807,30,399,5000,0.00288,0.004
18.4764,100,808,30,400,5000,0.00287,0.00399
18.48222,100,809,30,401,5000,0.00287,0.00399
18.49231,100,810,30,402,5000,0.00286,0.00398
18.50558,100,811,30,403,5000,0.00286,0.00398
18.50889,100,812,30,400,5000,0.00285,0.00397
18.51325,100,813,30,400,5000,0.00284,0.00396
18.51896,100,814,30,400,5000,0.00281,0.00393
18.52554,100,815,30,400,5000,0.00281,0.00393
18.53006,100,816,30,400,5000,0.00281,0.00393
18.54105,100,817,30,400,5000,0.00281,0.00393
18.55479,100,818,30,395,5000,0.00276,0.00388
18.55943,100,819,30,385,5000,0.00272,0.00384
18.56552,100,820,30,386,5000,0.00271,0.00383
18.57161,100,821,30,387,5000,0.00269,0.00387
18.58151,100,822,30,388,5000,0.00264,0.0042
18.59453,100,823,30,400,5000,0.00255,0.00438
18.59751,100,824,30,400,5000,0.00252,0.00469
18.60143,100,825,30,400,5000,0.00251,0.00469
18.60659,100,826,30,400,5000,0.0025,0.00469
18.61335,100,827,30,400,5000,0.00242,0.0052
18.61856,100,828,30,400,5000,0.00237,0.00558
18.62907,100,829,30,400,5000,0.00237,0.00589
18.64289,100,830,30,400,5000,0.00226,0.00664
18.64693,100,831,30,400,5000,0.00222,0.00742
18.65224,100,832,30,404,5000,0.00215,0.00742
18.65921,100,833,30,400,5000,0.00216,0.00742
18.66414,100,834,30,400,5000,0.00213,0.00895
18.67485,100,835,30,400,5000,0.00212,0.0095
18.6889,100,836,30,400,5000,0.0021,0.0105
18.69326,100,837,30,400,5000,0.0021,0.01177
18.69898,100,838,30,400,5000,0.00212,0.01177
18.70555,100,839,30,400,5000,0.00213,0.01353
18.71007,100,840,30,400,5000,0.00213,0.01415
18.72106,100,841,30,400,5000,0.00215,0.01504
18.7348,100,842,30,400,5000,0.00217,0.01754
18.73944,100,843,30,400,5000,0.00219,0.01754
18.74553,100,844,30,401,5000,0.00224,0.01988
18.75162,100,845,30,400,5000,0.00223,0.02048
18.76153,100,846,30,400,5000,0.0023,0.02241
18.77454,100,847,30,400,5000,0.0023,0.02483
18.77753,100,848,30,400,5000,0.00229,0.02483
18.78146,100,849,30,400,5000,0.00233,0.02745
18.78662,100,850,30,404,5000,0.00241,0.02745
18.7934,100,851,30,400,5000,0.00242,0.02745
18.79859,100,852,30,400,5000,0.00239,0.03124
18.80912,100,853,30,401,5000,0.0024,0.03426
18.82294,100,854,30,400,5000,0.00244,0.03742
18.827,100,855,30,400,5000,0.00247,0.04125
18.83233,100,856,30,400,5000,0.00249,0.04125
18.83933,100,857,30,399,5000,0.00255,0.04125
18.84423,100,858,30,400,5000,0.00255,0.04631
18.85496,100,859,30,400,5000,0.00255,0.05064
18.86903,100,860,30,385,5000,0.00262,0.05758
18.87342,100,861,30,400,5000,0.00266,0.05758
18.8792,100,862,30,400,5000,0.00267,0.05758
18.8857,100,863,30,375,5000,0.00267,0.06554
18.89017,100,864,30,376,5000,0.0028,0.06773
18.9012,100,865,30,377,5000,0.0028,0.07432
18.91489,100,866,30,400,5000,0.00277,0.07681
18.91956,100,867,30,400,5000,0.00271,0.08344
18.92569,100,868,30,396,5000,0.00273,0.08344
18.93173,100,869,30,397,5000,0.00271,0.0923
18.94167,100,870,30,398,5000,0.00265,0.0996
18.95473,100,871,30,400,5000,0.00258,0.10379
18.95778,100,872,30,400,5000,0.00258,0.11122
18.96179,100,873,30,400,5000,0.00258,0.11122
18.96705,100,874,30,400,5000,0.00255,0.11122
18.97396,100,875,30,400,5000,0.00254,0.12386
18.97898,100,876,30,400,5000,0.00253,0.12724
18.98963,100,877,30,400,5000,0.00253,0.1318
19.00361,100,878,30,400,5000,0.00248,0.14201
19.00788,100,879,30,400,5000,0.00247,0.15217
19.01349,100,880,30,400,5000,0.00244,0.15217
19.02021,100,881,30,400,5000,0.00237,0.16602
19.02484,100,882,30,400,5000,0.00235,0.1705
19.03575,100,883,30,400,5000,0.00229,0.17653
19.04959,100,884,30,400,5000,0.00225,0.18781
19.05416,100,885,30,400,5000,0.00222,0.20029
19.06017,100,886,30,400,5000,0.00218,0.20029
19.06636,100,887,30,400,5000,0.00216,0.21637
19.07063,100,888,30,400,5000,0.00214,0.22208
19.08179,100,889,30,400,5000,0.0021,0.22974
19.0953,100,890,30,400,5000,0.00205,0.25005
19.1001,100,891,30,400,5000,0.00201,0.25005
19.1064,100,892,30,400,5000,0.00191,0.26785
19.11221,100,893,30,400,5000,0.00188,0.27237
19.12231,100,894,30,400,5000,0.00182,0.28653
19.13557,100,895,30,400,5000,0.00164,0.30224
19.13889,100,896,30,400,5000,0.0016,0.30224
19.14324,100,897,30,400,5000,0.00158,0.31888
19.14896,100,898,30,400,5000,0.00153,0.31888
19.15554,100,899,30,400,5000,0.0015,0.34016
19.16006,100,900,30,400,5000,0.0015,0.34754
19.17105,100,901,30,400,5000,0.0015,0.35744
19.18479,100,902,30,400,5000,0.0015,0.38357
19.18942,100,903,30,400,5000,0.0015,0.38357
19.19551,100,904,30,400,5000,0.0015,0.40595
19.2016,100,905,30,400,5000,0.0015,0.41148
19.21151,100,906,30,400,5000,0.0015,0.42871
19.22452,100,907,30,400,5000,0.0015,0.4488
19.2275,100,908,30,400,5000,0.0015,0.4488
19.23142,100,909,30,400,5000,0.0015,0.46897
19.23657,100,910,30,400,5000,0.0015,0.46897
19.24333,100,911,30,400,5000,0.0015,0.46897
19.24854,100,912,30,400,5000,0.0015,0.49485
19.25906,100,913,30,400,5000,0.0015,0.51533
19.27287,100,914,30,400,5000,0.0015,0.54665
19.2769,100,915,30,400,5000,0.0015,0.54665
19.28219,100,916,30,400,5000,0.0015,0.54665
19.28915,100,917,30,400,5000,0.0015,0.579
19.29411,100,918,30,400,5000,0.0015,0.58725
19.3048,100,919,30,400,5000,0.0015,0.61255
19.31884,100,920,30,400,5000,0.0015,0.62242
19.32317,100,921,30,400,5000,0.0015,0.64509
19.32887,100,922,30,400,5000,0.0015,0.64509
19.33548,100,923,30,400,5000,0.0015,0.67471
19.34002,100,924,30,400,5000,0.0015,0.68428
19.35099,100,925,30,400,5000,0.0015,0.69703
19.36475,100,926,30,400,5000,0.0015,0.71964
19.36937,100,927,30,400,5000,0.0015,0.74411
19.37545,100,928,30,400,5000,0.0015,0.74411
19.38156,100,929,30,400,5000,0.0015,0.77374
19.39145,100,930,30,400,5000,0.0015,0.78439
19.40444,100,931,30,400,5000,0.0015,0.81101
19.4074,100,932,30,400,5000,0.0015,0.81101
19.41129,100,933,30,400,5000,0.0015,0.83386
19.4164,100,934,30,400,5000,0.0015,0.83386
19.4231,100,935,30,400,5000,0.0015,0.86394
19.42838,100,936,30,400,5000,0.0015,0.8719
19.43885,100,937,30,400,5000,0.0015,0.8965
19.45259,100,938,30,400,5000,0.0015,0.93248
19.45654,100,939,30,400,5000,0.0015,0.93248
19.46172,100,940,30,400,5000,0.0015,0.93248
19.46853,100,941,30,400,5000,0.0015,0.96248
19.47368,100,942,30,400,5000,0.0015,0.97005
19.48424,100,943,30,400,5000,0.0015,0.9933
19.4981,100,944,30,400,5000,0.0015,1.01718
19.50221,100,945,30,400,5000,0.0015,1.04231
19.50761,100,946,30,400,5000,0.0015,1.04231
19.51461,100,947,30,400,5000,0.0015,1.04231
19.51942,100,948,30,400,5000,0.0015,1.07255
19.53021,100,949,30,400,5000,0.0015,1.09746
19.54421,100,950,30,400,5000,0.00142,1.13265
19.54867,100,951,30,400,5000,0.00141,1.13265
19.55452,100,952,30,400,5000,0.0014,1.13265
19.56092,100,953,30,400,5000,0.0014,1.17012
19.56532,100,954,30,400,5000,0.0014,1.18051
19.57639,100,955,30,400,5000,0.0014,1.19419
19.59003,100,956,30,400,5000,0.0014,1.22864
19.59474,100,957,30,400,5000,0.0014,1.22864
19.60092,100,958,30,400,5000,0.0014,1.22864
19.60689,100,959,30,400,5000,0.0014,1.26463
19.61688,100,960,30,400,5000,0.0014,1.28722
19.63001,100,961,30,400,5000,0.0014,1.29984
19.63315,100,962,30,400,5000,0.0014,1.32067
19.63727,100,963,30,400,5000,0.0014,1.32067
19.64268,100,964,30,400,5000,0.0014,1.32067
19.64966,100,965,30,400,5000,0.0014,1.35439
19.65445,100,966,30,400,5000,0.0014,1.36301
19.66525,100,967,30,400,5000,0.00141,1.37435
19.67924,100,968,30,400,5000,0.00149,1.39704
19.68371,100,969,30,400,5000,0.00149,1.41887
19.68957,100,970,30,400,5000,0.00149,1.41887
19.69596,100,971,30,400,5000,0.00149,1.44573
19.70035,100,972,30,400,5000,0.00149,1.45486
19.71143,100,973,30,400,5000,0.00152,1.46677
19.72505,100,974,30,400,5000,0.00152,1.4971
19.72976,100,975,30,400,5000,0.00152,1.4971
19.73596,100,976,30,400,5000,0.00152,1.52196
19.74191,100,977,30,400,5000,0.00152,1.52824
19.75192,100,978,30,400,5000,0.00157,1.5474
19.76505,100,979,30,400,5000,0.00157,1.56638
19.76821,100,980,30,400,5000,0.00157,1.56638
19.77234,100,981,30,400,5000,0.00157,1.58642
19.77778,100,982,30,400,5000,0.00157,1.58642
19.78473,100,983,30,400,5000,0.00161,1.58642
19.7895,100,984,30,400,5000,0.00161,1.61002
19.80032,100,985,30,400,5000,0.00171,1.62971
19.81429,100,986,30,400,5000,0.00189,1.65642
19.81876,100,987,30,400,5000,0.00189,1.65642
19.82465,100,988,30,400,5000,0.00189,1.65642
19.83101,100,989,30,400,5000,0.00189,1.67904
19.83538,100,990,30,400,5000,0.00189,1.68536
19.84647,100,991,30,400,5000,0.00193,1.70452
19.86008,100,992,30,400,5000,0.0021,1.72948
19.86481,100,993,30,400,5000,0.00214,1.72948
19.87102,100,994,30,400,5000,0.00218,1.72948
19.87695,100,995,30,400,5000,0.00218,1.75105
19.88697,100,996,30,400,5000,0.00218,1.76601
19.90012,100,997,30,400,5000,0.00223,1.78289
19.90329,100,998,30,400,5000,0.00226,1.78289
19.90746,100,999,30,400,5000,0.00226,1.79904
19.91293,100,1000,30,400,5000,0.00231,1.79904
19.91983,100,1001,30,400,5000,0.00231,1.79904
19.92457,100,1002,30,400,5000,0.00234,1.81872
19.93541,100,1003,30,400,5000,0.00233,1.8342
19.94935,100,1004,30,400,5000,0.00233,1.85609
19.95385,100,1005,30,400,5000,0.00231,1.85607
19.95976,100,1006,30,400,5000,0.00237,1.85607
19.96609,100,1007,30,400,5000,0.00237,1.87861
19.97043,100,1008,30,400,5000,0.00243,1.88472
19.98154,100,1009,30,400,5000,0.00243,1.89269
19.99513,100,1010,30,400,5000,0.0024,1.91281
19.99987,100,1011,30,400,5000,0.0024,1.91281
20.0061,100,1011,0,400,5000,0.0024,1.92912
20.01201,100,1011,0,400,5000,0.0024,1.93319
20.02204,100,1011,0,400,5000,0.0024,1.94547
20.03522,100,1011,0,400,5000,0.00238,1.95788
20.03842,100,1011,0,400,5000,0.00238,1.95788
20.04263,100,1011,0,400,5000,0.00238,1.97043
20.04815,100,1011,0,400,5000,0.00236,1.9704
20.05498,100,1011,0,400,5000,0.00235,1.97039
20.05968,100,1011,0,400,5000,0.00232,1.98501
20.07055,100,1011,0,400,5000,0.00231,1.99715
20.08444,100,1011,0,400,5000,0.00231,2.01342
20.08897,100,1011,0,400,5000,0.00231,2.01342
20.09492,100,1011,0,400,5000,0.00231,2.01342
20.10119,100,1011,0,400,5000,0.00231,2.02671
20.10551,100,1011,0,400,5000,0.00231,2.03045
20.11664,100,1011,0,400,5000,0.00231,2.04157
20.1302,100,1011,0,400,5000,0.00231,2.05566
20.13496,100,1011,0,400,5000,0.00228,2.05564
20.14122,100,1011,0,400,5000,0.00227,2.05563
20.14709,100,1011,0,400,5000,0.00224,2.06726
20.15715,100,1011,0,400,5000,0.0022,2.07532
20.17036,100,1011,0,400,5000,0.00215,2.08382
20.1736,100,1011,0,400,5000,0.00215,2.08381
20.17787,100,1011,0,400,5000,0.00213,2.09191
20.18347,100,1011,0,400,5000,0.00212,2.0919
20.1902,100,1011,0,400,5000,0.00208,2.09186
20.19483,100,1011,0,400,5000,0.00207,2.10119
20.20574,100,1011,0,400,5000,0.002,2.10841
20.21958,100,1011,0,400,5000,0.00198,2.11783
20.22415,100,1011,0,400,5000,0.00198,2.11783
20.23015,100,1011,0,400,5000,0.00198,2.11783
20.23636,100,1011,0,400,5000,0.00198,2.12709
20.24062,100,1011,0,400,5000,0.00198,2.12709
20.25179,100,1011,0,400,5000,0.00198,2.13257
20.2653,100,1011,0,400,5000,0.00198,2.13929
20.27009,100,1011,0,400,5000,0.00198,2.13929
20.27639,100,1011,0,400,5000,0.00198,2.13929
20.28221,100,1011,0,400,5000,0.00198,2.14546
20.2923,100,1011,0,400,5000,0.00198,2.14704
20.30556,100,1011,0,400,5000,0.00198,2.15034
20.30887,100,1011,0,400,5000,0.00197,2.15034
20.31322,100,1011,0,400,5000,0.00197,2.15261
20.31893,100,1011,0,400,5000,0.00194,2.15258
20.32552,100,1011,0,400,5000,0.00189,2.15479
20.33005,100,1011,0,400,5000,0.00187,2.15535
20.34103,100,1011,0,400,5000,0.00185,2.15646
20.35478,100,1011,0,400,5000,0.00185,2.15672
20.35941,100,1011,0,400,5000,0.00182,2.15678
20.36549,100,1011,0,400,5000,0.00178,2.15674
20.37159,100,1011,0,400,5000,0.00174,2.1567
20.38149,100,1011,0,400,5000,0.00167,2.15663
20.3945,100,1011,0,400,5000,0.00162,2.15658
20.39747,100,1011,0,400,5000,0.00161,2.15657
20.40138,100,1011,0,400,5000,0.0016,2.15656
20.40652,100,1011,0,400,5000,0.00157,2.15653
20.41326,100,1011,0,400,5000,0.00157,2.15653
20.4185,100,1011,0,400,5000,0.00157,2.15653
20.429,100,1011,0,400,5000,0.00157,2.15653
20.44278,100,1011,0,400,5000,0.00156,2.15652
20.44679,100,1011,0,400,5000,0.00153,2.15649
20.45205,100,1011,0,400,5000,0.0015,2.15646
20.45897,100,1011,0,400,5000,0.00149,2.15645
20.46398,100,1011,0,400,5000,0.00146,2.15642
20.47463,100,1011,0,400,5000,0.00141,2.15637
20.48862,100,1011,0,400,5000,0.00138,2.15634
20.49289,100,1011,0,400,5000,0.00137,2.15633
20.49849,100,1011,0,400,5000,0.00135,2.15631
20.50522,100,1011,0,400,5000,0.0013,2.15626
20.50984,100,1011,0,400,5000,0.00128,2.15624
20.52076,100,1011,0,400,5000,0.00133,2.15617
20.53459,100,1011,0,400,5000,0.00165,2.15617
20.53916,100,1011,0,400,5000,0.00177,2.15617
20.54517,100,1011,0,400,5000,0.00185,2.15617
20.55137,100,1011,0,400,5000,0.00195,2.15617
20.55563,100,1011,0,400,5000,0.00195,2.15617
20.5668,100,1011,0,400,5000,0.00215,2.15617
